index,id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,number_of_reviews_ltm,accommodates,elev,entire_home_apt,hotel_room,private_room,shared_room
45605,48492980,Lovely Flat in  Quartier Latin,391334828,Dany,Panthéon,48.84134,2.35365,Entire home/apt,75,5,22,1,16,22,2,False,1,0,0,0
45606,48497024,Typical Parisian flat in the heart of the marais,43447487,Karine,Temple,48.85691,2.36507,Entire home/apt,110,365,1,1,354,1,3,False,1,0,0,0
45607,48499135,Appartement au centre de Paris,373803274,Mark,Temple,48.8611,2.35723,Entire home/apt,140,2,10,2,1,10,4,False,1,0,0,0
45609,48501870,Louvre 1BR Stylish brand new flat - bail mobilité,718576,Milena,Louvre,48.86048,2.3479,Entire home/apt,120,60,1,5,105,1,2,True,1,0,0,0
45610,48502154,"Appartement au calme, chambre en mezzanine",391392826,Paul,Ménilmontant,48.85332,2.41077,Entire home/apt,60,2,3,1,264,3,3,False,1,0,0,0
45611,48502967,2 pièces à Paris 18ème - métro Château-Rouge,317201643,Marie,Buttes-Montmartre,48.88898,2.35274,Entire home/apt,47,1,34,1,2,34,2,False,1,0,0,0
45612,48507510,Très agréable appartement près du canal St Martin,30796723,Muriel,Entrepôt,48.8754,2.36986,Entire home/apt,55,4,5,1,191,5,4,False,1,0,0,0
45614,48514770,"Superbe appartement d'architecte, 52M2, Paris",6239772,Jean-Philippe,Buttes-Montmartre,48.88648,2.35559,Entire home/apt,79,1,7,1,1,7,2,False,1,0,0,0
45616,48522653,Beau Studio pour 2 personnes Paris 12ème,384541222,Roger,Reuilly,48.83487,2.40362,Entire home/apt,60,365,0,1,91,0,2,False,1,0,0,0
45617,48523673,Chambre privée dans appartement agréable et cosy.,192131207,Marjorie,Batignolles-Monceau,48.89154,2.32258,Private room,45,1,9,1,13,9,2,False,0,0,1,0
45618,48525359,Atelier/galerie a Belleville,19775552,Josiane,Ménilmontant,48.87136,2.38866,Entire home/apt,40,45,0,1,260,0,2,False,1,0,0,0
45619,48533913,Appartement cosy 100m2 Tour eiffel,135043987,Alain,Passy,48.86065,2.28272,Entire home/apt,299,2,0,1,365,0,7,False,1,0,0,0
45620,48535407,Cosy studio 2P - Jacuzzi - Montmartre / Pigalle,373582561,Check My Guest,Opéra,48.88202,2.34032,Entire home/apt,166,1,16,94,342,16,2,False,1,0,0,0
45621,48535432,GuestReady - Fantastic Apt in Épinettes ideal for 4!,402191311,GuestReady,Batignolles-Monceau,48.89162,2.32628,Entire home/apt,118,2,3,250,52,3,4,False,1,0,0,0
45622,48535477,Beau 2 pièces ensoleillé et design dans le 11 eme,371763010,Cyril,Popincourt,48.85488,2.39507,Entire home/apt,80,365,0,1,362,0,3,False,1,0,0,0
45623,48535978,Bastille Chic,391637099,Léonard,Popincourt,48.85316,2.37643,Entire home/apt,125,3,11,1,118,11,4,True,1,0,0,0
45625,48536333,"Bright Saint Germain 1BR w/ A/C, Balcony near Notre Dame, by Blueground",314994947,Blueground,Luxembourg,48.85357,2.34161,Entire home/apt,171,31,0,93,252,0,2,False,1,0,0,0
45626,48536980,vous êtes chez vous,366131424,Mamoun,Reuilly,48.84138,2.39441,Entire home/apt,65,2,2,1,338,2,3,False,1,0,0,0
45627,48538257,Chambre privée paris 18ème Porte de Clignancourt,201505192,Sabine,Buttes-Montmartre,48.8978,2.33837,Private room,35,3,1,1,286,1,1,False,0,0,1,0
45628,48539344,Location saisonnière,391654924,Fatima,Buttes-Chaumont,48.87615,2.38809,Entire home/apt,40,30,0,1,345,0,4,False,1,0,0,0
45630,48541096,Chambre privée dans un bel appartement parisien,18206268,Caroline,Reuilly,48.83713,2.40689,Private room,60,1,0,1,102,0,2,False,0,0,1,0
45631,48542626,Petit appartement avec balcon dans le 17e,96312490,Nina,Batignolles-Monceau,48.88585,2.30386,Entire home/apt,31,365,0,1,86,0,2,False,1,0,0,0
45632,48543604,Cozy and Bright apartment Paris 15th!,282160889,Ilyes,Vaugirard,48.84243,2.28672,Entire home/apt,85,7,12,1,129,12,2,False,1,0,0,0
45634,48546452,Bonus 75015,391510945,Alexandre,Vaugirard,48.84362,2.30886,Entire home/apt,100,1,0,1,194,0,1,False,1,0,0,0
45635,48546779,Appartement 2 pièces au cœur des Abbesses,41384491,Hortense,Buttes-Montmartre,48.88399,2.33566,Entire home/apt,100,365,0,1,84,0,2,False,1,0,0,0
45636,48547867,Chambre de bonne Paris 16 Garigliano,66598492,Benoit,Passy,48.84019,2.26519,Entire home/apt,22,365,1,1,107,1,1,False,1,0,0,0
45637,48549945,"charmant logement paris 19 , parc de la Villette",391727356,Ilyas,Buttes-Chaumont,48.89057,2.38644,Entire home/apt,69,1,9,1,32,9,2,False,1,0,0,0
45639,48556748,Nid Douillet /Quartier Batignolles /Paris 17,391776137,Agnes,Batignolles-Monceau,48.88784,2.32255,Entire home/apt,38,30,4,1,180,4,4,False,1,0,0,0
45640,48557088,CHARMANT STUDIO MEZZANINE QUARTIER LATIN,42197911,Alain,Luxembourg,48.85531,2.34072,Entire home/apt,60,32,0,1,285,0,2,False,1,0,0,0
45641,48557133,Cosy Apartment,389511842,Muhammad,Popincourt,48.85175,2.38971,Entire home/apt,53,365,1,2,282,1,2,False,1,0,0,0
45642,48559245,Chambre Classique à côté du jardin du Luxembourg,391791014,Victoria Palace Hotel,Luxembourg,48.84581,2.32439,Private room,211,1,1,5,253,1,2,False,0,0,1,0
45643,48559722,Chambre Supérieure à côté du jardin du Luxembourg,391791014,Victoria Palace Hotel,Luxembourg,48.84581,2.32439,Private room,238,1,0,5,253,0,2,False,0,0,1,0
45644,48559914,Chambre Deluxe à côté du jardin du Luxembourg,391791014,Victoria Palace Hotel,Luxembourg,48.84581,2.32439,Private room,274,1,0,5,253,0,2,False,0,0,1,0
45645,48560099,Junior Suite à côté du jardin du Luxembourg,391791014,Victoria Palace Hotel,Luxembourg,48.84581,2.32439,Private room,319,1,1,5,253,1,3,False,0,0,1,0
45646,48561243,Chambre Supérieure dans le 9ème arrondissement,391804503,Céléna,Opéra,48.87531,2.34435,Private room,232,1,0,1,202,0,2,False,0,0,1,0
45647,48561399,Studio 36 m2 tout équipé Place des fêtes,44360378,Noémie,Buttes-Chaumont,48.87765,2.3961,Entire home/apt,45,365,2,1,178,2,2,False,1,0,0,0
45648,48562130,Chambre Familiale Supérieure,391791014,Victoria Palace Hotel,Luxembourg,48.84581,2.32439,Private room,464,1,0,5,253,0,4,False,0,0,1,0
45649,48562341,Charming appart 8P - Etienne Marcel / Marais,373582561,Check My Guest,Bourse,48.86406,2.35063,Entire home/apt,274,1,18,94,306,18,8,True,1,0,0,0
45650,48562998,Studio de 45m2 à Paris,199272047,Daniel,Ménilmontant,48.86922,2.4008,Entire home/apt,80,365,0,1,12,0,2,False,1,0,0,0
45651,48563797,"Appartement centre-ville Paris, résidence calme",14644569,Arian,Entrepôt,48.87019,2.35712,Entire home/apt,130,2,3,1,360,3,4,False,1,0,0,0
45653,48566693,Appartement parisien,4552457,Morgane,Popincourt,48.86026,2.37987,Entire home/apt,80,3,2,1,329,2,2,False,1,0,0,0
45656,48577157,Quiet and cosy studio in the 7th,1112584,IntoParis,Palais-Bourbon,48.84951,2.31765,Entire home/apt,26,30,0,51,19,0,2,False,1,0,0,0
45657,48577160,New Studio Odéon Paris VI,1112584,IntoParis,Luxembourg,48.85371,2.33601,Entire home/apt,48,30,0,51,55,0,2,False,1,0,0,0
45659,48579269,Appartement très calme typique du Haut Marais 40m2,21641637,Aurélie,Temple,48.8676,2.35599,Entire home/apt,94,2,12,1,117,12,4,False,1,0,0,0
45660,48580136,Champs Elysées/Faubourg St Honoré Amazing 3 Bdrm,50188474,Pierre,Élysée,48.86986,2.32097,Entire home/apt,700,5,3,5,72,3,6,False,1,0,0,0
45661,48580310,Maison de 50m2 au Trocadéro,6537586,Héloïse,Passy,48.86658,2.29014,Entire home/apt,90,365,0,1,161,0,2,False,1,0,0,0
45663,48581134,Cléry/ Sentier : Magnifique appartement -6P-,314435698,Dylan,Bourse,48.86868,2.35033,Entire home/apt,173,1,22,12,348,22,6,False,1,0,0,0
45665,48582172,Voltaire/Nation : Lovely Apartment 2BR-6P,314435698,Dylan,Popincourt,48.85502,2.39521,Entire home/apt,173,1,18,12,334,18,6,False,1,0,0,0
45666,48582741,Amazing T3 with A/C*  Notre-Dame MOBILITY LEASE,325882341,Checkmyguest,Hôtel-de-Ville,48.85331,2.3502,Entire home/apt,261,30,0,103,71,0,6,False,1,0,0,0
45669,48584623,Charmant T2 - 4 personnes - au cœur de Paris,268787822,Hamid,Popincourt,48.86304,2.38613,Entire home/apt,110,1,2,1,261,2,4,False,1,0,0,0
45670,48585991,"Spacious apartment, near Bassin de la Villette",291007369,Luckey,Buttes-Chaumont,48.89092,2.38148,Entire home/apt,51,2,8,500,133,8,2,True,1,0,0,0
45671,48595521,Appartement chaleureux avec jacuzzi.,389626305,Assim,Buttes-Chaumont,48.89298,2.3764,Entire home/apt,120,1,4,1,84,4,2,False,1,0,0,0
45672,48596852,"Magnifique mini loft, Verrière, Balcon au calme.",392060881,Chantal Et Marc,Reuilly,48.84412,2.36957,Entire home/apt,140,2,11,1,162,11,2,False,1,0,0,0
45673,48597155,Petit appartement Gare de Lyon - marché d' Aligre,12280850,Charlotte,Reuilly,48.84676,2.38196,Entire home/apt,80,365,1,1,333,1,3,False,1,0,0,0
45674,48597582,Large flat at 2 steps from the Eiffel Tower,392064256,Sas,Palais-Bourbon,48.85658,2.29377,Entire home/apt,213,1,6,1,188,6,6,False,1,0,0,0
45675,48600929,Proche de Montmartre beau 30m2+balcon terrasse,392083132,Yves,Buttes-Montmartre,48.89505701779809,2.338874348861776,Entire home/apt,80,2,0,1,95,0,2,False,1,0,0,0
45678,48603157,"Appartement de charme , Avenue des Champs Elysées",391629620,Art,Élysée,48.87102,2.30342,Entire home/apt,150,4,0,5,168,0,4,False,1,0,0,0
45680,48604915,Charmant appartement au coeur de Paris,42839328,Mehdi,Reuilly,48.84874,2.39164,Entire home/apt,55,365,2,1,8,2,4,False,1,0,0,0
45681,48605787,STUDIO MODERNE PLACE DE LA RÉPUBLIQUE,342147079,Thomas,Entrepôt,48.87061,2.36023,Entire home/apt,55,2,13,1,191,13,2,False,1,0,0,0
45682,48607210,LUXE&COZY <3,19001105,Antoine,Gobelins,48.83546,2.34909,Entire home/apt,105,2,13,1,191,13,3,False,1,0,0,0
45683,48610623,Studio parisien au cœur du Marais - bail mobilité,392153686,Lavy,Temple,48.86357,2.35852,Entire home/apt,70,365,10,1,150,10,2,True,1,0,0,0
45684,48612489,Lovely Apartment for 2 - Jardin du Luxembourg,402191311,GuestReady,Panthéon,48.84077,2.34012,Entire home/apt,101,31,2,250,32,2,2,False,1,0,0,0
45685,48615419,"Appartement vue, terrasse, quartier Champs Elysées",391629620,Art,Élysée,48.8741,2.30054,Entire home/apt,220,4,0,5,317,0,5,False,1,0,0,0
45686,48616677,❤︎ Beautiful Paris apartment near Bastille 2 p ❤︎,380155913,Aurélien,Reuilly,48.8508,2.37797,Private room,110,3,5,1,128,5,2,False,0,0,1,0
45687,48619425,Charment studio au centre de Paris II ème,392215956,Christine,Bourse,48.86899,2.34172,Entire home/apt,90,3,7,1,331,7,3,False,1,0,0,0
45688,48621182,Villa Valmy Paris,392227959,Sacha,Entrepôt,48.87099,2.364,Entire home/apt,148,1,7,1,286,7,8,False,1,0,0,0
45690,48622584,Appart lumineux près des Puces et de Montmartre,322075362,Noel,Buttes-Montmartre,48.89638,2.3451,Entire home/apt,70,2,3,2,28,3,4,False,1,0,0,0
45691,48622601,"Appartement deux pièces, 100 m  Champs Elysées.",391629620,Art,Élysée,48.87443,2.29904,Entire home/apt,220,4,0,5,332,0,6,False,1,0,0,0
45692,48632199,Beau deux-pièces entre Commerce et   Beaugrenelle.,258394471,Latou,Vaugirard,48.84605,2.29061,Entire home/apt,101,365,9,1,3,9,4,False,1,0,0,0
45693,48634752,Studio Marais - cosy arty studio,10039674,Maria Giulia,Hôtel-de-Ville,48.85364,2.36282,Entire home/apt,90,2,0,1,265,0,2,False,1,0,0,0
45694,48635165,Studio Paris 17ème,36212487,Marina,Batignolles-Monceau,48.88919,2.32535,Entire home/apt,49,30,7,1,191,7,2,False,1,0,0,0
45695,48635598,Design & Cozy Appartment in Paris close to center,377931028,Gautier,Ménilmontant,48.87032,2.4048,Entire home/apt,90,4,0,1,350,0,3,False,1,0,0,0
45696,48636184,Family loft in the heart of Paris,1730179,Stephane,Opéra,48.87998,2.33223,Entire home/apt,210,2,0,1,96,0,4,False,1,0,0,0
45697,48638319,Superbe appartement lumineux,392360458,Anne-Lise,Batignolles-Monceau,48.87876,2.29706,Entire home/apt,95,365,1,1,174,1,2,False,1,0,0,0
45698,48651180,Duplex loft with terrace 100m from the Sacré Coeur,291007369,Luckey,Buttes-Montmartre,48.88533,2.34433,Entire home/apt,90,2,3,500,103,3,2,False,1,0,0,0
45699,48657667,Grand 2 pièces calme et lumineux avec balcon 😎,71357429,Pauline,Buttes-Montmartre,48.89265,2.33073,Entire home/apt,100,2,8,1,1,8,2,False,1,0,0,0
45700,48657806,Luminous studio apartment in a young neighbourhood,53619700,Nicholas,Popincourt,48.8673,2.37766,Entire home/apt,70,3,0,1,1,0,1,False,1,0,0,0
45701,48659764,Appartement de charme Montmartre 70m2,25648445,Capucine Luce,Buttes-Montmartre,48.89351,2.33462,Entire home/apt,133,2,2,1,259,2,6,False,1,0,0,0
45702,48668123,Appartement spacieux à Jules Joffrin,15458452,Ugo,Buttes-Montmartre,48.89202,2.34109,Entire home/apt,250,365,0,1,90,0,4,False,1,0,0,0
45703,48668758,THE BEST OF PARIS IN SAINT GERMAIN DES PRES,193397737,Mtp,Palais-Bourbon,48.85778,2.32754,Entire home/apt,130,30,0,61,212,0,6,False,1,0,0,0
45704,48669334,Chambre Classique quartier Montparnasse,392633859,Camille,Observatoire,48.83379,2.31753,Private room,162,1,0,3,364,0,2,False,0,0,1,0
45705,48669634,Shared big apartment on the Canal Ourcq,17601691,Adriana,Buttes-Chaumont,48.89052,2.38058,Private room,40,3,0,1,330,0,2,False,0,0,1,0
45706,48670031,Studio lumineux paris 20,392638685,Glen,Ménilmontant,48.8737,2.39935,Entire home/apt,52,2,11,1,191,11,2,False,1,0,0,0
45707,48670495,Chambre Supérieure quartier Montparnasse,392633859,Camille,Observatoire,48.83379,2.31753,Private room,172,1,0,3,364,0,2,False,0,0,1,0
45708,48670588,La Cabane Montparnasse,392633859,Camille,Observatoire,48.83379,2.31753,Private room,282,1,1,3,340,1,2,False,0,0,1,0
45709,48670805,Hôtel Ouvert !,374396464,Hotel,Reuilly,48.84719,2.37777,Private room,70,1,4,4,316,4,2,False,0,0,1,0
45710,48671347,Cosy Flat- Trocadero/Tour Eiffel,373582561,Check My Guest,Passy,48.86062,2.28178,Entire home/apt,118,2,0,94,330,0,4,False,1,0,0,0
45711,48672003,110 - Urban Opera Good Vibes,56333610,Urban Flat In Paris,Élysée,48.8722,2.32505,Entire home/apt,466,1,1,133,364,1,10,False,1,0,0,0
45712,48672118,★ Chambre business avec vue sur rue ★,201034684,Xavier,Bourse,48.86818,2.33457,Private room,140,1,0,8,263,0,1,False,0,0,1,0
45713,48672385,"Appartement avec vue, calme et lumineux",15238973,Laura,Gobelins,48.83382,2.36061,Entire home/apt,83,3,18,1,126,18,4,False,1,0,0,0
45714,48674613,Heart of Courcelles,295070857,Joseph,Batignolles-Monceau,48.88653,2.29614,Entire home/apt,83,1,22,13,250,22,6,False,1,0,0,0
45715,48674805,Luxury Parisian Design Flat 120m² 3BR/8P Le Marais,222375907,Arnaud & Gary,Temple,48.8681,2.36041,Entire home/apt,400,4,5,30,262,5,8,False,1,0,0,0
45716,48674901,Nation/Charonne II : Magnifique Appartement 1BR-4P,314435698,Dylan,Popincourt,48.85431,2.38996,Entire home/apt,113,1,14,12,342,14,4,False,1,0,0,0
45718,48675714,Fantastic Designed Parisan LOFT 2BR/6P  Le Marais,222375907,Arnaud & Gary,Temple,48.8681,2.36041,Entire home/apt,169,2,3,30,336,3,6,False,1,0,0,0
45720,48687051,Furnished Rental : Charming flat Bastille Marais,1602690,Host In Paris,Reuilly,48.85062,2.37584,Entire home/apt,105,30,0,37,222,0,4,False,1,0,0,0
45721,48687768,Appart 18m2 pour location longue durée,148898830,Wali,Panthéon,48.83996,2.35314,Entire home/apt,50,365,0,1,365,0,2,False,1,0,0,0
45722,48687840,"Stunning 1BR w/ Elevator, steps to 1 and Gare de Neuilly, by Blueground",314994947,Blueground,Passy,48.87556,2.28199,Entire home/apt,93,31,0,93,130,0,2,True,1,0,0,0
45723,48689867,★ Classic room with courtyard view ★,201034684,Xavier,Bourse,48.86818,2.33457,Private room,151,1,0,8,274,0,2,False,0,0,1,0
45724,48690586,Appartement Cosy au centre - Paris 6e,371372085,Samia,Luxembourg,48.84343,2.33205,Entire home/apt,46,7,4,1,56,4,2,False,1,0,0,0
45725,48691581,Cosy flat in the very heart of Paris,40857109,Cloé,Bourse,48.86559,2.35152,Entire home/apt,79,4,8,1,52,8,2,True,1,0,0,0
45726,48691853,Places des Ternes/ rue Poncelet (XVII°),24495283,Giacomo,Batignolles-Monceau,48.88165,2.30057,Entire home/apt,80,365,0,46,97,0,2,False,1,0,0,0
45727,48693516,★ Superior room with courtyard view ★,201034684,Xavier,Bourse,48.86818,2.33457,Private room,157,1,3,8,273,3,2,False,0,0,1,0
45728,48694116,⚘ Superb apartment in the heart of the 6th - Paris,50502817,WeHost,Luxembourg,48.84427,2.33166,Entire home/apt,126,3,8,61,283,8,4,False,1,0,0,0
45729,48696077,Charmant Deux pièces Cœur de Paris 32m2 - Gaité.,73363109,Alexandre,Observatoire,48.83483,2.32682,Entire home/apt,40,365,2,2,254,2,2,False,1,0,0,0
45730,48696705,Studio refait à neuf rue Cler Paris 7,392858526,Pierre,Palais-Bourbon,48.85589,2.30493,Entire home/apt,90,365,0,1,181,0,2,False,1,0,0,0
45731,48697144,"Wonderful appt, balcony and view on Sacré-Coeur",9988845,Thea,Buttes-Montmartre,48.88904,2.34552,Entire home/apt,200,2,5,1,99,5,4,False,1,0,0,0
45732,48697749,Studio Paris 7ème,277961588,Luca,Palais-Bourbon,48.85677,2.32399,Entire home/apt,60,2,11,1,191,11,2,False,1,0,0,0
45733,48697817,Joli studio à 3 mn à pied de la gare Montparnasse,33087889,Claire,Vaugirard,48.84024,2.31347,Entire home/apt,55,365,5,1,191,5,2,False,1,0,0,0
45734,48703782,GuestReady -- Rustic and Cosy Apartment in the 10th,402191311,GuestReady,Entrepôt,48.88048,2.35221,Entire home/apt,142,2,0,250,285,0,4,False,1,0,0,0
45736,48708754,Appartement au pied de Montmartre,42192250,Alice,Opéra,48.88152,2.33742,Entire home/apt,75,2,0,1,39,0,2,False,1,0,0,0
45737,48711104,Très jolie 2 pièces calme en plein coeur de paris,304247137,ParissiHome,Bourse,48.86442,2.35032,Entire home/apt,100,3,1,6,332,1,4,False,1,0,0,0
45738,48711165,"Appartement moderne 35m² tout équipé, Paris 06.",373969894,Cyril,Luxembourg,48.85213,2.33836,Entire home/apt,100,365,3,2,272,3,2,False,1,0,0,0
45739,48713199,★ Executive room with street view ★,201034684,Xavier,Bourse,48.86818,2.33457,Private room,162,1,0,8,265,0,3,False,0,0,1,0
45740,48713658,★ Triple Deluxe room with street view ★,201034684,Xavier,Bourse,48.86818,2.33457,Private room,173,1,0,8,266,0,3,False,0,0,1,0
45741,48715617,Apt neuf proche Buttes Chaumont et la Villette,5202491,Henri,Buttes-Chaumont,48.88585,2.39323,Entire home/apt,62,3,28,2,103,28,4,False,1,0,0,0
45742,48716423,Studio près de la Villette,46563048,Roukaya,Buttes-Chaumont,48.88526,2.37717,Entire home/apt,40,4,8,1,67,8,2,False,1,0,0,0
45743,48718663,Cozy small artist studio,24664663,Giovanni,Ménilmontant,48.86389,2.40274,Entire home/apt,60,365,0,1,181,0,1,False,1,0,0,0
45744,48721556,Studio in the heart of Paris,1446111,Mich,Temple,48.86566,2.35674,Entire home/apt,57,10,10,1,15,10,2,False,1,0,0,0
45745,48725493,Beautiful French flat,14293045,Yasmine,Buttes-Montmartre,48.88746,2.35419,Entire home/apt,75,4,2,1,1,2,3,False,1,0,0,0
45746,48726087,Nice Studio Boulevard Flandrin / Rue de la pompe- BAIL MOBILITY,325882341,Checkmyguest,Passy,48.86712,2.27205,Entire home/apt,63,90,1,103,253,1,2,False,1,0,0,0
45747,48726739,A Urban & Designed 1-BR Apartment in Opéra,392845440,Pick A Flat,Opéra,48.87282,2.34097,Entire home/apt,238,2,4,2,329,4,4,True,1,0,0,0
45748,48726750,An Elegant & Luminous 2-BR in Opéra,392845440,Pick A Flat,Bourse,48.87092,2.33961,Entire home/apt,374,2,3,2,339,3,6,True,1,0,0,0
45749,48726941,187-Suite Seven,26981054,Cédric,Reuilly,48.83384,2.4004,Entire home/apt,133,2,17,69,339,17,6,False,1,0,0,0
45750,48727488,181-Suite One,26981054,Cédric,Vaugirard,48.84189,2.29151,Entire home/apt,176,2,8,69,321,8,6,False,1,0,0,0
45751,48727497,182-Suite Two,26981054,Cédric,Vaugirard,48.84189,2.2934,Entire home/apt,194,2,11,69,331,11,6,False,1,0,0,0
45752,48730175,Elegant house close to the Eiffel Tower,16603680,Samira,Vaugirard,48.84678,2.29343,Entire home/apt,400,4,0,1,8,0,8,False,1,0,0,0
45753,48730446,Charmant studio à Saint-Germain-des-Prés,393108822,Valérie,Luxembourg,48.84621,2.32153,Entire home/apt,50,30,0,1,306,0,2,False,1,0,0,0
45754,48730507,Chénier 2 pièces,95389398,Laurent Et Audrey,Bourse,48.869354,2.351523,Entire home/apt,127,30,5,54,326,5,4,False,1,0,0,0
45758,48732657,★ Deluxe balcony room with street view ★,201034684,Xavier,Bourse,48.86899,2.33534,Private room,173,1,0,8,260,0,3,False,0,0,1,0
45759,48733243,Studette meublée 10m2  paris jardin du Luxembourg,386985026,Lolita,Temple,48.86632,2.35941,Entire home/apt,45,365,0,1,90,0,1,False,1,0,0,0
45760,48734859,Appartement lumineux dans le 18ème,57396671,Yassine,Buttes-Montmartre,48.88678,2.35955,Entire home/apt,75,2,3,1,340,3,2,False,1,0,0,0
45761,48735429,Mon appartement à Bastille rénové par architecte,42515843,Florence,Popincourt,48.8561,2.37653,Entire home/apt,90,30,1,1,253,1,2,False,1,0,0,0
45763,48745231,"Charmant studio Parisien rénové[-10min de M13, T3]",379812893,Fabien,Vaugirard,48.83007,2.30227,Entire home/apt,35,31,0,1,253,0,1,False,1,0,0,0
45764,48745632,BW Residence BNB Confort - Sacré Coeur Montmartre,129135089,Résidence BNB,Buttes-Montmartre,48.88682,2.34566,Entire home/apt,72,1,15,5,320,15,2,False,1,0,0,0
45766,48745782,★ Connecting room ★,201034684,Xavier,Bourse,48.86818,2.33457,Private room,314,1,0,8,256,0,4,False,0,0,1,0
45767,48746610,Cosy house Paris! Enjoy your holiday😉*,23460478,Can,Passy,48.85258,2.26755,Entire home/apt,75,2,0,8,361,0,4,False,1,0,0,0
45768,48747124,Cosy Saint Michel,25618580,Nicole,Luxembourg,48.85094,2.34258,Entire home/apt,75,30,15,4,148,15,3,False,1,0,0,0
45769,48748922,Grande Chambre  lumineuse à 10mn du  Zénith.,309965971,Anne,Buttes-Chaumont,48.88289,2.39166,Private room,50,3,9,1,59,9,2,False,0,0,1,0
45770,48749236,Chambre dans lumineux appt village Jourdain,33038955,Tiphaine,Ménilmontant,48.87285,2.3949,Private room,40,4,0,2,37,0,2,False,0,0,1,0
45771,48750994,Rare find | Central Paris,300765938,Xacco,Bourse,48.86968,2.35169,Entire home/apt,55,30,1,12,101,1,4,False,1,0,0,0
45773,48764016,Studio cosy très bon emplacement au cœur du Marais,8159716,Georges,Temple,48.85849,2.36456,Entire home/apt,68,30,0,1,266,0,1,False,1,0,0,0
45774,48764664,Studio with Balcony near Metro Convention,13482476,Anthony,Vaugirard,48.83368,2.30528,Entire home/apt,47,2,11,2,11,11,2,False,1,0,0,0
45775,48765813,COZY PRIVATE ROOM,23154637,Mafer,Batignolles-Monceau,48.8832,2.31434,Private room,25,30,0,1,103,0,1,False,0,0,1,0
45777,48768429,Chambre Double 4,316370512,Kamel,Batignolles-Monceau,48.88682,2.31166,Private room,54,1,37,4,305,37,2,False,0,0,1,0
45778,48779757,Cosy apartment - Champs-Élysées,273797104,Bahaa,Élysée,48.8734,2.29923,Entire home/apt,300,1,0,6,45,0,6,False,1,0,0,0
45779,48779895,Appartement parisien charmant et confortable,217613245,Marie-Sophie,Batignolles-Monceau,48.87909,2.29317,Entire home/apt,150,2,6,1,338,6,4,False,1,0,0,0
45780,48780212,Magnifique appartement au coeur des Batignolles,293536833,Alexandra,Batignolles-Monceau,48.88707,2.32415,Entire home/apt,130,4,2,2,281,2,2,False,1,0,0,0
45781,48782425,Appartement cosy en plein coeur des Batignolles,5584580,Thomas,Batignolles-Monceau,48.88919,2.31913,Entire home/apt,75,2,3,1,3,3,2,False,1,0,0,0
45782,48783386,"Studio en face des Folies Bergères, M7 Cadet",206918720,Caroline,Opéra,48.87419,2.34405,Entire home/apt,89,365,5,3,132,5,2,False,1,0,0,0
45783,48786557,Appartement tout équipé Paris 15ème,14726677,Antoine,Vaugirard,48.84109,2.31343,Entire home/apt,100,365,0,1,282,0,2,False,1,0,0,0
45784,48794683,Le Coin d'Elio proche square de la Madone,71606798,Antoine,Buttes-Montmartre,48.8925,2.362,Entire home/apt,43,30,2,1,208,2,2,False,1,0,0,0
45786,48795419,La Fayette/Canal St-Martin : Cosy Studio 4P,371905360,David,Entrepôt,48.88303,2.36595,Entire home/apt,129,1,2,7,364,2,4,False,1,0,0,0
45787,48796205,Beautiful 2 bedrooms apartment next to Père Lachaise,1112584,IntoParis,Ménilmontant,48.8669,2.3965,Entire home/apt,111,30,0,51,2,0,4,False,1,0,0,0
45788,48796305,167 Suite K Very Luxe Apartment,26981054,Cédric,Bourse,48.86867,2.34934,Entire home/apt,220,2,6,69,300,6,6,True,1,0,0,0
45789,48796318,"168 Suite M, Luxury APT, best LOC",26981054,Cédric,Bourse,48.86662,2.34958,Entire home/apt,273,2,13,69,329,13,8,True,1,0,0,0
45790,48796329,169 Suite W - Luxury,26981054,Cédric,Bourse,48.86708,2.34948,Entire home/apt,220,2,14,69,304,14,7,True,1,0,0,0
45791,48796346,178-Suite Cesar,26981054,Cédric,Popincourt,48.85435,2.38086,Entire home/apt,237,2,10,69,341,10,8,False,1,0,0,0
45792,48796371,183-Suite Three,26981054,Cédric,Vaugirard,48.84324,2.29119,Entire home/apt,198,2,11,69,191,11,6,False,1,0,0,0
45793,48796392,184-Suite Quatro,26981054,Cédric,Vaugirard,48.84387,2.29383,Entire home/apt,194,2,14,69,302,14,8,False,1,0,0,0
45794,48796406,185-Suite Five,26981054,Cédric,Vaugirard,48.84177,2.2934,Entire home/apt,282,2,7,69,307,7,10,False,1,0,0,0
45795,48796630,Hotel Aida Marais 3* - Jolie et confortable chambre double - rénovée et au centre de Paris,173328598,Hotel AIda Marais,Reuilly,48.83928,2.46634,Private room,104,1,0,1,361,0,2,False,0,0,1,0
45796,48797127,104 Amazing App BLUE NIGHTS SEBASTOPOL LE MARAIS,108711230,Yoni,Entrepôt,48.86953,2.35526,Entire home/apt,202,1,5,27,357,5,8,False,1,0,0,0
45797,48798344,Appartement calme et lumineux (2pièces) Paris 14e,86785287,Fanny,Observatoire,48.83365,2.32484,Entire home/apt,58,365,0,1,343,0,3,False,1,0,0,0
